tx_id,pme_id,pme_nom,date,type,categorie,montant_devise_origine,devise_origine,montant_xof,taux_change_applique,mode_paiement,reference,justificatif,note
TX00894,PME003,Consulting IT Cameroun,2025-08-22,recette,Remboursement,113104.99,XOF,113105.0,1.0,Mobile Money Orange,REF-96833,facture_pdf,
TX00902,PME003,Consulting IT Cameroun,2025-08-22,recette,Vente produit,145967.53,XOF,145968.0,1.0,Mobile Money Orange,REF-78997,capture_momo,
TX00907,PME003,Consulting IT Cameroun,2025-08-22,recette,Remboursement,289.91,USD,173943.0,600.0,Virement bancaire,REF-18050,aucun,
TX00925,PME003,Consulting IT Cameroun,2025-08-22,depense,Divers,53.37,EUR,35010.0,655.957,Mobile Money Orange,REF-59277,facture,
TX00076,PME001,Boutique Électronique Yaoundé,2025-08-23,recette,Prestation service,152.99,USD,91792.0,600.0,Virement bancaire,REF-78327,aucun,
TX00083,PME001,Boutique Électronique Yaoundé,2025-08-23,recette,Prestation service,93400.51,XOF,93401.0,1.0,Chèque,REF-80008,recu_photo,
TX00914,PME003,Consulting IT Cameroun,2025-08-23,recette,Commission,84872.46,XOF,84872.0,1.0,Mobile Money MTN,REF-94182,capture_momo,
TX00921,PME003,Consulting IT Cameroun,2025-08-23,depense,Frais bancaires,153873.9,XOF,153874.0,1.0,Virement bancaire,REF-98829,facture,
TX00091,PME001,Boutique Électronique Yaoundé,2025-08-24,recette,Vente produit,139581.21,XOF,139581.0,1.0,Chèque,REF-13365,capture_momo,
TX00130,PME001,Boutique Électronique Yaoundé,2025-08-24,depense,Stock/Achats,94775.75,XOF,94776.0,1.0,Virement bancaire,REF-67424,aucun,
TX00520,PME002,Transport Express Douala,2025-08-24,depense,Marketing,31362.56,XOF,31363.0,1.0,Chèque,REF-64262,facture,
TX00888,PME003,Consulting IT Cameroun,2025-08-24,recette,Remboursement,74678.1,XOF,74678.0,1.0,Virement bancaire,REF-61115,aucun,
TX00915,PME003,Consulting IT Cameroun,2025-08-24,recette,Subvention,58686.53,XOF,58687.0,1.0,Espèces,REF-72420,capture_momo,
TX00928,PME003,Consulting IT Cameroun,2025-08-24,depense,Impôts,155022.16,XOF,155022.0,1.0,Espèces,REF-53601,recu_photo,
TX00074,PME001,Boutique Électronique Yaoundé,2025-08-25,recette,Remboursement,99319.39,XOF,99319.0,1.0,Chèque,REF-51588,aucun,
TX00100,PME001,Boutique Électronique Yaoundé,2025-08-25,recette,Remboursement,75968.29,XOF,75968.0,1.0,Virement bancaire,REF-82848,recu_photo,
TX00112,PME001,Boutique Électronique Yaoundé,2025-08-25,recette,Prestation service,78213.3,XOF,78213.0,1.0,Mobile Money MTN,REF-83147,aucun,
TX00493,PME002,Transport Express Douala,2025-08-25,recette,Remboursement,71456.64,XOF,71457.0,1.0,Mobile Money MTN,REF-56095,facture_pdf,
TX00912,PME003,Consulting IT Cameroun,2025-08-25,recette,Vente produit,55472.66,XOF,55473.0,1.0,Mobile Money Orange,REF-88059,facture_pdf,
TX00920,PME003,Consulting IT Cameroun,2025-08-25,recette,Subvention,158218.31,XOF,158218.0,1.0,Espèces,REF-98511,facture_pdf,
TX00087,PME001,Boutique Électronique Yaoundé,2025-08-26,recette,Remboursement,51799.88,XOF,51800.0,1.0,Mobile Money MTN,REF-55870,facture_pdf,
TX00089,PME001,Boutique Électronique Yaoundé,2025-08-26,recette,Prestation service,64149.79,XOF,64150.0,1.0,Espèces,REF-97747,recu_photo,
TX00111,PME001,Boutique Électronique Yaoundé,2025-08-26,recette,Remboursement,95662.18,XOF,95662.0,1.0,Mobile Money MTN,REF-29887,facture_pdf,
TX00136,PME001,Boutique Électronique Yaoundé,2025-08-26,depense,Divers,223294.28,XOF,223294.0,1.0,Chèque,REF-96499,aucun,
TX00476,PME002,Transport Express Douala,2025-08-26,recette,Prestation service,86079.85,XOF,86080.0,1.0,Virement bancaire,REF-29441,recu_photo,
TX00480,PME002,Transport Express Douala,2025-08-26,recette,Prestation service,63293.7,XOF,63294.0,1.0,Espèces,REF-58790,recu_photo,
TX00505,PME002,Transport Express Douala,2025-08-26,recette,Commission,88220.85,XOF,88221.0,1.0,Espèces,REF-11493,capture_momo,
TX00525,PME002,Transport Express Douala,2025-08-26,depense,Salaires,57570.56,XOF,57571.0,1.0,Mobile Money MTN,REF-60868,aucun,
TX00913,PME003,Consulting IT Cameroun,2025-08-26,recette,Subvention,214323.77,XOF,214324.0,1.0,Mobile Money Orange,REF-96594,aucun,
TX00135,PME001,Boutique Électronique Yaoundé,2025-08-27,depense,Impôts,236349.04,XOF,236349.0,1.0,Virement bancaire,REF-76550,capture_momo,
TX00502,PME002,Transport Express Douala,2025-08-27,recette,Vente produit,164.22,EUR,107722.0,655.957,Mobile Money Orange,REF-88956,capture_momo,
TX00893,PME003,Consulting IT Cameroun,2025-08-27,recette,Remboursement,121399.1,XOF,121399.0,1.0,Espèces,REF-91948,capture_momo,
TX00896,PME003,Consulting IT Cameroun,2025-08-27,recette,Vente produit,72207.42,XOF,72207.0,1.0,Mobile Money MTN,REF-28873,aucun,
TX00898,PME003,Consulting IT Cameroun,2025-08-27,recette,Remboursement,180476.62,XOF,180477.0,1.0,Espèces,REF-91690,facture_pdf,
TX00919,PME003,Consulting IT Cameroun,2025-08-27,recette,Commission,201830.03,XOF,201830.0,1.0,Virement bancaire,REF-45432,capture_momo,
TX00935,PME003,Consulting IT Cameroun,2025-08-27,depense,Salaires,161132.89,XOF,161133.0,1.0,Chèque,REF-39602,recu_photo,
TX00482,PME002,Transport Express Douala,2025-08-28,recette,Vente produit,98399.23,XOF,98399.0,1.0,Virement bancaire,REF-26059,recu_photo,
TX00892,PME003,Consulting IT Cameroun,2025-08-28,recette,Remboursement,58786.44,XOF,58786.0,1.0,Virement bancaire,REF-24378,capture_momo,
TX00926,PME003,Consulting IT Cameroun,2025-08-28,depense,Télécom,52015.7,XOF,52016.0,1.0,Espèces,REF-96570,recu_photo,
TX00934,PME003,Consulting IT Cameroun,2025-08-28,depense,Maintenance,20643.53,XOF,20644.0,1.0,Espèces,REF-67154,aucun,
TX00084,PME001,Boutique Électronique Yaoundé,2025-08-29,recette,Vente produit,102407.83,XOF,102408.0,1.0,Mobile Money MTN,REF-94246,aucun,
TX00125,PME001,Boutique Électronique Yaoundé,2025-08-29,depense,Impôts,299144.73,XOF,299145.0,1.0,Espèces,REF-21959,aucun,
TX00460,PME002,Transport Express Douala,2025-08-29,recette,Vente produit,105687.02,XOF,105687.0,1.0,Chèque,REF-95944,aucun,
TX00469,PME002,Transport Express Douala,2025-08-29,recette,Subvention,100564.47,XOF,100564.0,1.0,Virement bancaire,REF-70091,recu_photo,
TX00503,PME002,Transport Express Douala,2025-08-29,recette,Remboursement,86562.99,XOF,86563.0,1.0,Mobile Money MTN,REF-75035,facture_pdf,
TX00890,PME003,Consulting IT Cameroun,2025-08-29,recette,Commission,185.83,EUR,121897.0,655.957,Mobile Money MTN,REF-86379,recu_photo,
TX00175,PME001,Boutique Électronique Yaoundé,2025-08-30,depense,Impôts,28121.85,XOF,28122.0,1.0,Chèque,REF-24896,recu_photo,
TX00547,PME002,Transport Express Douala,2025-08-30,recette,Commission,111989.68,XOF,111990.0,1.0,Chèque,REF-94848,capture_momo,
TX00578,PME002,Transport Express Douala,2025-08-30,depense,Divers,159373.14,XOF,159373.0,1.0,Espèces,REF-29548,recu_photo,
TX00946,PME003,Consulting IT Cameroun,2025-08-30,recette,Commission,61972.69,XOF,61973.0,1.0,Mobile Money MTN,REF-69793,facture_pdf,
TX00139,PME001,Boutique Électronique Yaoundé,2025-08-31,recette,Subvention,140517.87,XOF,140518.0,1.0,Espèces,REF-96991,facture_pdf,
TX00164,PME001,Boutique Électronique Yaoundé,2025-08-31,recette,Subvention,165.02,EUR,108249.0,655.957,Mobile Money MTN,REF-22739,facture_pdf,
TX00167,PME001,Boutique Électronique Yaoundé,2025-08-31,depense,Maintenance,53676.8,XOF,53677.0,1.0,Mobile Money Orange,REF-57537,recu_photo,
TX00178,PME001,Boutique Électronique Yaoundé,2025-08-31,depense,Impôts,230.7,EUR,151331.0,655.957,Mobile Money MTN,REF-74260,aucun,
TX00542,PME002,Transport Express Douala,2025-08-31,recette,Prestation service,103557.49,XOF,103557.0,1.0,Mobile Money Orange,REF-94853,facture_pdf,
TX00559,PME002,Transport Express Douala,2025-08-31,recette,Prestation service,106.85,USD,64111.0,600.0,Virement bancaire,REF-63633,aucun,
TX00572,PME002,Transport Express Douala,2025-08-31,depense,Impôts,84051.82,XOF,84052.0,1.0,Mobile Money MTN,REF-81733,capture_momo,
TX00960,PME003,Consulting IT Cameroun,2025-08-31,recette,Subvention,118317.19,XOF,118317.0,1.0,Virement bancaire,REF-53816,aucun,
TX00961,PME003,Consulting IT Cameroun,2025-08-31,recette,Remboursement,62571.49,XOF,62571.0,1.0,Mobile Money Orange,REF-30715,recu_photo,
TX00973,PME003,Consulting IT Cameroun,2025-08-31,recette,Remboursement,162794.34,XOF,162794.0,1.0,Mobile Money MTN,REF-65797,aucun,
TX00998,PME003,Consulting IT Cameroun,2025-08-31,depense,Maintenance,175.88,EUR,115371.0,655.957,Virement bancaire,REF-58453,facture,
TX00142,PME001,Boutique Électronique Yaoundé,2025-09-01,recette,Commission,235485.52,XOF,235486.0,1.0,Chèque,REF-62098,recu_photo,
TX00148,PME001,Boutique Électronique Yaoundé,2025-09-01,recette,Prestation service,123211.06,XOF,123211.0,1.0,Espèces,REF-86435,facture_pdf,
TX00160,PME001,Boutique Électronique Yaoundé,2025-09-01,recette,Remboursement,52663.74,XOF,52664.0,1.0,Mobile Money MTN,REF-69609,capture_momo,
TX00179,PME001,Boutique Électronique Yaoundé,2025-09-01,depense,Stock/Achats,116.55,USD,69927.0,600.0,Mobile Money MTN,REF-26540,capture_momo,
TX00184,PME001,Boutique Électronique Yaoundé,2025-09-01,depense,Salaires,57.42,USD,34451.0,600.0,Virement bancaire,REF-27054,recu_photo,
TX00948,PME003,Consulting IT Cameroun,2025-09-01,recette,Subvention,152143.78,XOF,152144.0,1.0,Virement bancaire,REF-25833,facture_pdf,
TX00950,PME003,Consulting IT Cameroun,2025-09-01,recette,Subvention,83848.13,XOF,83848.0,1.0,Mobile Money Orange,REF-58487,facture_pdf,
TX00970,PME003,Consulting IT Cameroun,2025-09-01,recette,Prestation service,175044.59,XOF,175045.0,1.0,Chèque,REF-72061,aucun,
TX00975,PME003,Consulting IT Cameroun,2025-09-01,depense,Impôts,22062.22,XOF,22062.0,1.0,Mobile Money Orange,REF-27394,capture_momo,
TX00988,PME003,Consulting IT Cameroun,2025-09-01,depense,Salaires,49682.76,XOF,49683.0,1.0,Mobile Money MTN,REF-31596,capture_momo,
TX00141,PME001,Boutique Électronique Yaoundé,2025-09-02,recette,Prestation service,137446.58,XOF,137447.0,1.0,Espèces,REF-95823,facture_pdf,
TX00187,PME001,Boutique Électronique Yaoundé,2025-09-02,depense,Maintenance,52974.51,XOF,52975.0,1.0,Mobile Money Orange,REF-24184,capture_momo,
TX00566,PME002,Transport Express Douala,2025-09-02,recette,Prestation service,105093.54,XOF,105094.0,1.0,Mobile Money MTN,REF-15992,capture_momo,
TX00570,PME002,Transport Express Douala,2025-09-02,recette,Vente produit,110883.91,XOF,110884.0,1.0,Espèces,REF-93928,capture_momo,
TX00584,PME002,Transport Express Douala,2025-09-02,depense,Télécom,167891.84,XOF,167892.0,1.0,Espèces,REF-72684,aucun,
TX00989,PME003,Consulting IT Cameroun,2025-09-02,depense,Transport,102390.57,XOF,102391.0,1.0,Chèque,REF-92218,recu_photo,
TX00536,PME002,Transport Express Douala,2025-09-03,recette,Remboursement,99067.81,XOF,99068.0,1.0,Mobile Money MTN,REF-32772,facture_pdf,
TX00560,PME002,Transport Express Douala,2025-09-03,recette,Vente produit,116979.23,XOF,116979.0,1.0,Espèces,REF-53598,facture_pdf,
TX00540,PME002,Transport Express Douala,2025-09-04,recette,Remboursement,143.94,EUR,94416.0,655.957,Virement bancaire,REF-55121,facture_pdf,
TX00966,PME003,Consulting IT Cameroun,2025-09-04,recette,Prestation service,82690.07,XOF,82690.0,1.0,Virement bancaire,REF-45349,facture_pdf,
TX00977,PME003,Consulting IT Cameroun,2025-09-04,depense,Divers,162415.07,XOF,162415.0,1.0,Mobile Money MTN,REF-69616,aucun,
TX00997,PME003,Consulting IT Cameroun,2025-09-04,depense,Stock/Achats,225.02,USD,135015.0,600.0,Mobile Money Orange,REF-41182,recu_photo,
TX00169,PME001,Boutique Électronique Yaoundé,2025-09-05,depense,Maintenance,254.74,EUR,167097.0,655.957,Mobile Money MTN,REF-96870,facture,
TX00534,PME002,Transport Express Douala,2025-09-05,recette,Subvention,135487.94,XOF,135488.0,1.0,Espèces,REF-77698,capture_momo,
TX00954,PME003,Consulting IT Cameroun,2025-09-05,recette,Subvention,114934.51,XOF,114935.0,1.0,Espèces,REF-41359,facture_pdf,
TX00149,PME001,Boutique Électronique Yaoundé,2025-09-06,recette,Commission,98606.01,XOF,98606.0,1.0,Mobile Money MTN,REF-70981,capture_momo,
TX00152,PME001,Boutique Électronique Yaoundé,2025-09-06,recette,Commission,118697.36,XOF,118697.0,1.0,Virement bancaire,REF-12875,aucun,
TX00556,PME002,Transport Express Douala,2025-09-06,recette,Commission,119650.42,XOF,119650.0,1.0,Espèces,REF-53426,capture_momo,
TX00569,PME002,Transport Express Douala,2025-09-06,recette,Prestation service,142174.62,XOF,142175.0,1.0,Mobile Money MTN,REF-87292,facture_pdf,
TX00964,PME003,Consulting IT Cameroun,2025-09-06,recette,Prestation service,226805.09,XOF,226805.0,1.0,Espèces,REF-38922,recu_photo,
TX00153,PME001,Boutique Électronique Yaoundé,2025-09-07,recette,Vente produit,215556.0,XOF,215556.0,1.0,Chèque,REF-75107,capture_momo,
TX00532,PME002,Transport Express Douala,2025-09-07,recette,Vente produit,130321.97,XOF,130322.0,1.0,Mobile Money Orange,REF-27614,capture_momo,
TX00557,PME002,Transport Express Douala,2025-09-07,recette,Vente produit,93403.24,XOF,93403.0,1.0,Espèces,REF-17035,recu_photo,
TX00971,PME003,Consulting IT Cameroun,2025-09-07,recette,Prestation service,152598.86,XOF,152599.0,1.0,Mobile Money Orange,REF-52899,aucun,
TX00156,PME001,Boutique Électronique Yaoundé,2025-09-08,recette,Commission,56385.28,XOF,56385.0,1.0,Mobile Money Orange,REF-21813,capture_momo,
TX00548,PME002,Transport Express Douala,2025-09-08,recette,Commission,95085.78,XOF,95086.0,1.0,Virement bancaire,REF-93964,capture_momo,
TX00567,PME002,Transport Express Douala,2025-09-08,recette,Remboursement,98693.66,XOF,98694.0,1.0,Virement bancaire,REF-66841,facture_pdf,
TX00575,PME002,Transport Express Douala,2025-09-08,depense,Transport,36331.05,XOF,36331.0,1.0,Chèque,REF-36181,capture_momo,
TX00976,PME003,Consulting IT Cameroun,2025-09-08,depense,Loyer,185825.98,XOF,185826.0,1.0,Espèces,REF-97691,capture_momo,
TX00980,PME003,Consulting IT Cameroun,2025-09-08,depense,Divers,64785.04,XOF,64785.0,1.0,Chèque,REF-85396,facture,
TX00990,PME003,Consulting IT Cameroun,2025-09-08,depense,Stock/Achats,133278.96,XOF,133279.0,1.0,Espèces,REF-55442,aucun,
TX00157,PME001,Boutique Électronique Yaoundé,2025-09-09,recette,Prestation service,83613.88,XOF,83614.0,1.0,Chèque,REF-57953,capture_momo,
TX00183,PME001,Boutique Électronique Yaoundé,2025-09-09,depense,Marketing,123091.72,XOF,123092.0,1.0,Mobile Money Orange,REF-72163,recu_photo,
TX00561,PME002,Transport Express Douala,2025-09-09,recette,Commission,50441.14,XOF,50441.0,1.0,Mobile Money Orange,REF-32099,facture_pdf,
TX00568,PME002,Transport Express Douala,2025-09-09,recette,Prestation service,146.16,EUR,95876.0,655.957,Mobile Money Orange,REF-62873,recu_photo,
TX00949,PME003,Consulting IT Cameroun,2025-09-09,recette,Vente produit,240070.92,XOF,240071.0,1.0,Chèque,REF-32734,capture_momo,
TX00967,PME003,Consulting IT Cameroun,2025-09-09,recette,Vente produit,215891.83,XOF,215892.0,1.0,Virement bancaire,REF-27891,recu_photo,
TX00984,PME003,Consulting IT Cameroun,2025-09-09,depense,Maintenance,38850.57,XOF,38851.0,1.0,Chèque,REF-37498,facture,
TX00985,PME003,Consulting IT Cameroun,2025-09-09,depense,Impôts,64381.4,XOF,64381.0,1.0,Virement bancaire,REF-17138,recu_photo,
TX00956,PME003,Consulting IT Cameroun,2025-09-10,recette,Prestation service,183658.18,XOF,183658.0,1.0,Mobile Money MTN,REF-79494,recu_photo,
TX00983,PME003,Consulting IT Cameroun,2025-09-10,depense,Salaires,112759.22,XOF,112759.0,1.0,Chèque,REF-36832,facture,
TX00986,PME003,Consulting IT Cameroun,2025-09-10,depense,Frais bancaires,100713.67,XOF,100714.0,1.0,Mobile Money MTN,REF-71625,capture_momo,
TX00995,PME003,Consulting IT Cameroun,2025-09-10,depense,Loyer,225.29,EUR,147778.0,655.957,Mobile Money Orange,REF-56284,capture_momo,
TX00552,PME002,Transport Express Douala,2025-09-11,recette,Remboursement,53305.5,XOF,53305.0,1.0,Mobile Money Orange,REF-54979,facture_pdf,
TX00563,PME002,Transport Express Douala,2025-09-11,recette,Vente produit,94679.77,XOF,94680.0,1.0,Mobile Money MTN,REF-79963,facture_pdf,
TX00145,PME001,Boutique Électronique Yaoundé,2025-09-12,recette,Vente produit,298.07,EUR,195519.0,655.957,Espèces,REF-31805,capture_momo,
TX00147,PME001,Boutique Électronique Yaoundé,2025-09-12,recette,Remboursement,151654.24,XOF,151654.0,1.0,Mobile Money Orange,REF-32280,facture_pdf,
TX00586,PME002,Transport Express Douala,2025-09-12,depense,Divers,143.58,EUR,94180.0,655.957,Espèces,REF-33758,aucun,
TX00963,PME003,Consulting IT Cameroun,2025-09-12,recette,Commission,212211.21,XOF,212211.0,1.0,Mobile Money Orange,REF-24435,capture_momo,
TX00159,PME001,Boutique Électronique Yaoundé,2025-09-13,recette,Prestation service,117.29,EUR,76938.0,655.957,Espèces,REF-83048,capture_momo,
TX00181,PME001,Boutique Électronique Yaoundé,2025-09-13,depense,Salaires,86680.9,XOF,86681.0,1.0,Chèque,REF-38183,aucun,
TX00182,PME001,Boutique Électronique Yaoundé,2025-09-13,depense,Maintenance,140.24,USD,84141.0,600.0,Espèces,REF-64524,recu_photo,
TX00546,PME002,Transport Express Douala,2025-09-13,recette,Remboursement,93678.15,XOF,93678.0,1.0,Chèque,REF-62055,recu_photo,
TX00580,PME002,Transport Express Douala,2025-09-13,depense,Maintenance,99.84,EUR,65494.0,655.957,Mobile Money MTN,REF-23082,facture,
TX00951,PME003,Consulting IT Cameroun,2025-09-13,recette,Prestation service,189475.91,XOF,189476.0,1.0,Mobile Money MTN,REF-92863,aucun,
TX00987,PME003,Consulting IT Cameroun,2025-09-13,depense,Salaires,152784.04,XOF,152784.0,1.0,Mobile Money Orange,REF-70014,recu_photo,
TX00991,PME003,Consulting IT Cameroun,2025-09-13,depense,Transport,23566.06,XOF,23566.0,1.0,Mobile Money MTN,REF-12888,facture,
TX00996,PME003,Consulting IT Cameroun,2025-09-13,depense,Stock/Achats,187.04,EUR,122693.0,655.957,Chèque,REF-47387,facture,
TX00140,PME001,Boutique Électronique Yaoundé,2025-09-14,recette,Remboursement,113.06,EUR,74161.0,655.957,Virement bancaire,REF-23154,aucun,
TX00162,PME001,Boutique Électronique Yaoundé,2025-09-14,recette,Remboursement,219224.25,XOF,219224.0,1.0,Virement bancaire,REF-89964,facture_pdf,
TX00176,PME001,Boutique Électronique Yaoundé,2025-09-14,depense,Divers,76116.04,XOF,76116.0,1.0,Mobile Money MTN,REF-69245,facture,
TX00544,PME002,Transport Express Douala,2025-09-14,recette,Remboursement,184.31,USD,110587.0,600.0,Mobile Money MTN,REF-39329,capture_momo,
TX00558,PME002,Transport Express Douala,2025-09-14,recette,Subvention,161.4,USD,96840.0,600.0,Chèque,REF-49106,aucun,
TX00562,PME002,Transport Express Douala,2025-09-14,recette,Prestation service,122976.83,XOF,122977.0,1.0,Chèque,REF-66847,aucun,
TX00573,PME002,Transport Express Douala,2025-09-14,depense,Loyer,51581.32,XOF,51581.0,1.0,Virement bancaire,REF-65164,recu_photo,
TX00962,PME003,Consulting IT Cameroun,2025-09-14,recette,Prestation service,66981.85,XOF,66982.0,1.0,Espèces,REF-87687,capture_momo,
TX00965,PME003,Consulting IT Cameroun,2025-09-14,recette,Subvention,63022.71,XOF,63023.0,1.0,Mobile Money Orange,REF-38333,aucun,
TX00974,PME003,Consulting IT Cameroun,2025-09-14,depense,Salaires,226.07,USD,135644.0,600.0,Espèces,REF-74918,facture,
TX00993,PME003,Consulting IT Cameroun,2025-09-14,depense,Frais bancaires,135679.35,XOF,135679.0,1.0,Espèces,REF-70031,capture_momo,
TX00137,PME001,Boutique Électronique Yaoundé,2025-09-16,recette,Remboursement,113622.13,XOF,113622.0,1.0,Espèces,REF-69682,capture_momo,
TX00577,PME002,Transport Express Douala,2025-09-16,depense,Maintenance,51919.29,XOF,51919.0,1.0,Virement bancaire,REF-40737,recu_photo,
TX00185,PME001,Boutique Électronique Yaoundé,2025-09-17,depense,Salaires,163.21,EUR,107061.0,655.957,Espèces,REF-56346,aucun,
TX00972,PME003,Consulting IT Cameroun,2025-09-17,recette,Prestation service,272275.3,XOF,272275.0,1.0,Chèque,REF-10665,aucun,
TX00994,PME003,Consulting IT Cameroun,2025-09-17,depense,Stock/Achats,151031.81,XOF,151032.0,1.0,Virement bancaire,REF-39724,aucun,
TX00155,PME001,Boutique Électronique Yaoundé,2025-09-18,recette,Prestation service,194601.87,XOF,194602.0,1.0,Mobile Money MTN,REF-92242,recu_photo,
TX00177,PME001,Boutique Électronique Yaoundé,2025-09-18,depense,Frais bancaires,141400.18,XOF,141400.0,1.0,Virement bancaire,REF-70036,recu_photo,
TX00180,PME001,Boutique Électronique Yaoundé,2025-09-18,depense,Marketing,104995.25,XOF,104995.0,1.0,Espèces,REF-88301,capture_momo,
TX00545,PME002,Transport Express Douala,2025-09-18,recette,Commission,78587.89,XOF,78588.0,1.0,Espèces,REF-59345,capture_momo,
TX00955,PME003,Consulting IT Cameroun,2025-09-18,recette,Subvention,192899.66,XOF,192900.0,1.0,Chèque,REF-21537,capture_momo,
TX00957,PME003,Consulting IT Cameroun,2025-09-18,recette,Remboursement,232408.32,XOF,232408.0,1.0,Chèque,REF-38740,aucun,
TX00163,PME001,Boutique Électronique Yaoundé,2025-09-19,recette,Commission,207668.87,XOF,207669.0,1.0,Espèces,REF-25292,facture_pdf,
TX00170,PME001,Boutique Électronique Yaoundé,2025-09-19,depense,Loyer,170519.46,XOF,170519.0,1.0,Virement bancaire,REF-41925,facture,
TX00539,PME002,Transport Express Douala,2025-09-19,recette,Prestation service,189.58,USD,113751.0,600.0,Virement bancaire,REF-74066,aucun,
TX00585,PME002,Transport Express Douala,2025-09-19,depense,Stock/Achats,76.05,USD,45631.0,600.0,Mobile Money MTN,REF-30892,recu_photo,
TX00945,PME003,Consulting IT Cameroun,2025-09-19,recette,Remboursement,267410.11,XOF,267410.0,1.0,Mobile Money MTN,REF-41808,facture_pdf,
TX00150,PME001,Boutique Électronique Yaoundé,2025-09-20,recette,Commission,64135.64,XOF,64136.0,1.0,Chèque,REF-49210,aucun,
TX00161,PME001,Boutique Électronique Yaoundé,2025-09-20,recette,Subvention,100172.27,XOF,100172.0,1.0,Virement bancaire,REF-24201,facture_pdf,
TX00168,PME001,Boutique Électronique Yaoundé,2025-09-20,depense,Marketing,159762.91,XOF,159763.0,1.0,Mobile Money MTN,REF-62184,capture_momo,
TX00174,PME001,Boutique Électronique Yaoundé,2025-09-20,depense,Marketing,67.38,USD,40430.0,600.0,Mobile Money Orange,REF-87182,capture_momo,
TX00543,PME002,Transport Express Douala,2025-09-20,recette,Remboursement,110981.89,XOF,110982.0,1.0,Mobile Money MTN,REF-99417,recu_photo,
TX00551,PME002,Transport Express Douala,2025-09-20,recette,Subvention,52382.35,XOF,52382.0,1.0,Virement bancaire,REF-44003,aucun,
TX00553,PME002,Transport Express Douala,2025-09-20,recette,Commission,123458.31,XOF,123458.0,1.0,Chèque,REF-49347,facture_pdf,
TX00565,PME002,Transport Express Douala,2025-09-20,recette,Prestation service,118657.74,XOF,118658.0,1.0,Virement bancaire,REF-50906,facture_pdf,
TX00574,PME002,Transport Express Douala,2025-09-20,depense,Stock/Achats,115714.18,XOF,115714.0,1.0,Espèces,REF-23751,recu_photo,
TX00589,PME002,Transport Express Douala,2025-09-20,depense,Divers,166.3,USD,99777.0,600.0,Mobile Money MTN,REF-66734,facture,
TX00959,PME003,Consulting IT Cameroun,2025-09-20,recette,Subvention,268441.94,XOF,268442.0,1.0,Mobile Money Orange,REF-30940,recu_photo,
TX00151,PME001,Boutique Électronique Yaoundé,2025-09-21,recette,Prestation service,211773.68,XOF,211774.0,1.0,Espèces,REF-73335,recu_photo,
TX00979,PME003,Consulting IT Cameroun,2025-09-21,depense,Salaires,162823.52,XOF,162824.0,1.0,Espèces,REF-53634,recu_photo,
TX00533,PME002,Transport Express Douala,2025-09-22,recette,Commission,127288.59,XOF,127289.0,1.0,Espèces,REF-89295,recu_photo,
TX00555,PME002,Transport Express Douala,2025-09-22,recette,Prestation service,125652.7,XOF,125653.0,1.0,Virement bancaire,REF-95778,recu_photo,
TX00564,PME002,Transport Express Douala,2025-09-22,recette,Commission,51317.47,XOF,51317.0,1.0,Chèque,REF-34979,recu_photo,
TX00154,PME001,Boutique Électronique Yaoundé,2025-09-23,recette,Commission,166179.68,XOF,166180.0,1.0,Mobile Money Orange,REF-93442,facture_pdf,
TX00571,PME002,Transport Express Douala,2025-09-23,depense,Loyer,27467.05,XOF,27467.0,1.0,Mobile Money MTN,REF-95664,recu_photo,
TX00579,PME002,Transport Express Douala,2025-09-23,depense,Salaires,131200.3,XOF,131200.0,1.0,Virement bancaire,REF-94454,facture,
TX00587,PME002,Transport Express Douala,2025-09-23,depense,Stock/Achats,24428.6,XOF,24429.0,1.0,Espèces,REF-73979,recu_photo,
TX00952,PME003,Consulting IT Cameroun,2025-09-23,recette,Vente produit,260807.15,XOF,260807.0,1.0,Mobile Money MTN,REF-10946,facture_pdf,
TX00958,PME003,Consulting IT Cameroun,2025-09-23,recette,Vente produit,99874.33,XOF,99874.0,1.0,Mobile Money Orange,REF-24769,facture_pdf,
TX00978,PME003,Consulting IT Cameroun,2025-09-23,depense,Stock/Achats,136720.39,XOF,136720.0,1.0,Virement bancaire,REF-92157,aucun,
TX00171,PME001,Boutique Électronique Yaoundé,2025-09-24,depense,Frais bancaires,30634.57,XOF,30635.0,1.0,Mobile Money Orange,REF-86858,facture,
TX00969,PME003,Consulting IT Cameroun,2025-09-24,recette,Prestation service,278333.9,XOF,278334.0,1.0,Chèque,REF-82450,facture_pdf,
TX00981,PME003,Consulting IT Cameroun,2025-09-24,depense,Marketing,122995.57,XOF,122996.0,1.0,Mobile Money MTN,REF-77467,capture_momo,
TX00158,PME001,Boutique Électronique Yaoundé,2025-09-25,recette,Subvention,224930.06,XOF,224930.0,1.0,Virement bancaire,REF-54396,recu_photo,
TX00172,PME001,Boutique Électronique Yaoundé,2025-09-25,depense,Stock/Achats,118.21,USD,70927.0,600.0,Chèque,REF-10371,capture_momo,
TX00535,PME002,Transport Express Douala,2025-09-25,recette,Vente produit,124075.38,XOF,124075.0,1.0,Virement bancaire,REF-76426,aucun,
TX00541,PME002,Transport Express Douala,2025-09-25,recette,Vente produit,200.16,USD,120095.0,600.0,Virement bancaire,REF-13597,aucun,
TX00554,PME002,Transport Express Douala,2025-09-25,recette,Commission,102246.29,XOF,102246.0,1.0,Mobile Money MTN,REF-71706,facture_pdf,
